STATE,ZIPCODE,Number of returns,Adjusted gross income (AGI),Avg AGI,Number of returns with total income,Total income amount,Avg total income,Number of returns with taxable income,Taxable income amount,Avg taxable income
AL,35572,380,17448,45.91578947,380,17632,46.4,270,10760,39.85185185
AL,35574,560,24372,43.52142857,560,24477,43.70892857,430,14501,33.72325581
AL,35575,370,15250,41.21621622,370,15392,41.6,260,8743,33.62692308
AL,35576,1130,48431,42.85929204,1130,48917,43.28938053,830,28330,34.13253012
AL,35578,1870,74018,39.58181818,1870,74582,39.88342246,1300,40814,31.39538462
AL,35579,1160,49341,42.53534483,1160,49613,42.76982759,850,28896,33.99529412
AL,35580,1460,63704,43.63287671,1460,64090,43.89726027,1090,37899,34.76972477
AL,35581,1900,67013,35.27,1900,67730,35.64736842,1240,35340,28.5
AL,35582,1710,76442,44.70292398,1710,77634,45.4,1240,46753,37.70403226
AL,35585,610,24960,40.91803279,610,25268,41.42295082,430,13995,32.54651163
AL,35586,1600,60766,37.97875,1600,61357,38.348125,1080,32988,30.54444444
AL,35587,340,16373,48.15588235,340,16459,48.40882353,240,9937,41.40416667
AL,35592,1720,70429,40.94709302,1720,71375,41.49709302,1160,40180,34.63793103
AL,35593,670,25202,37.61492537,670,25470,38.01492537,480,14263,29.71458333
AL,35594,2810,132191,47.0430605,2810,133530,47.51957295,2030,81291,40.04482759
AL,35601,14470,595691,41.16731168,14470,601773,41.58762958,9510,344359,36.21019979
AL,35603,13700,834670,60.92481752,13700,843516,61.57051095,10660,566777,53.16857411
AL,35610,740,31704,42.84324324,740,31941,43.16351351,560,18650,33.30357143
AL,35611,10190,442010,43.37684004,10190,446352,43.80294406,7280,265742,36.50302198
AL,35613,8690,602471,69.329229,8690,609189,70.1023015,7060,420722,59.59235127
AL,35614,2970,123762,41.67070707,2970,125138,42.13400673,2130,72282,33.93521127
AL,35616,1430,61518,43.01958042,1430,61954,43.32447552,1010,36727,36.36336634
AL,35618,810,33910,41.86419753,810,34249,42.28271605,580,20732,35.74482759
AL,35619,2080,91222,43.85673077,2080,92271,44.36105769,1530,54653,35.72091503
AL,35620,3600,165338,45.92722222,3600,166748,46.31888889,2700,101393,37.55296296
AL,35621,1150,50468,43.88521739,1150,51056,44.39652174,850,29537,34.74941176
AL,35622,2670,112077,41.97640449,2670,112870,42.27340824,1900,62613,32.95421053
AL,35630,12740,516637,40.55235479,12740,523747,41.11043956,8660,315632,36.44711316
AL,35633,8490,416240,49.02709069,8490,421344,49.62826855,6380,261480,40.98432602
AL,35634,4450,311190,69.93033708,4450,317248,71.29168539,3390,219795,64.83628319
AL,35640,10590,538010,50.80358829,10590,543352,51.30802644,8010,339713,42.41111111
AL,35643,1340,51429,38.37985075,1340,51990,38.79850746,970,29367,30.27525773
AL,35645,5610,336714,60.02032086,5610,340899,60.76631016,4410,224700,50.95238095
AL,35646,1900,79158,41.66210526,1900,79780,41.98947368,1350,47179,34.94740741
AL,35647,430,18526,43.08372093,430,18678,43.4372093,310,10608,34.21935484
AL,35648,1540,69887,45.38116883,1540,70548,45.81038961,1160,42310,36.47413793
AL,35650,5390,241583,44.82059369,5390,243704,45.21410019,3900,145452,37.29538462
AL,35651,430,18209,42.34651163,430,18382,42.74883721,310,10405,33.56451613
AL,35652,3290,165673,50.35653495,3290,167263,50.83981763,2530,106035,41.91106719
AL,35653,4670,181917,38.95438972,4670,184251,39.45417559,3020,98387,32.57847682
AL,35654,3130,115379,36.86230032,3130,116545,37.23482428,2030,60918,30.008867
AL,35660,3950,144959,36.69848101,3950,146356,37.0521519,2700,83330,30.86296296
AL,35661,7600,415539,54.67618421,7600,420113,55.27802632,5840,273860,46.89383562
AL,35670,3140,149368,47.56942675,3140,150952,48.07388535,2300,92468,40.20347826
AL,35671,900,40536,45.04,900,40986,45.54,600,24077,40.12833333
AL,35672,2520,111499,44.24563492,2520,112434,44.61666667,1870,67506,36.09946524
AL,35673,3340,166777,49.93323353,3340,168289,50.38592814,2490,104586,42.00240964
AL,35674,7680,362110,47.14973958,7680,365973,47.65273438,5610,226410,40.35828877
AL,35677,730,27659,37.8890411,730,27994,38.34794521,520,15277,29.37884615
AL,35739,2100,98163,46.74428571,2100,99020,47.15238095,1610,60359,37.49006211
AL,35740,1380,55534,40.24202899,1380,55991,40.57318841,990,32172,32.4969697
AL,35741,1400,139319,99.51357143,1400,141147,100.8192857,1150,105934,92.11652174
AL,35744,930,34199,36.77311828,930,34017,36.57741935,650,18655,28.7
AL,35746,340,12639,37.17352941,340,12765,37.54411765,230,6708,29.16521739
AL,35747,2370,118805,50.12869198,2370,120011,50.63755274,1740,76273,43.83505747
AL,35748,2940,203439,69.19693878,2940,205769,69.98945578,2240,144846,64.66339286
AL,35749,10450,678775,64.95454545,10450,684922,65.54277512,8580,465376,54.23962704
AL,35750,5600,269826,48.18321429,5600,272333,48.63089286,4220,169658,40.20331754
AL,35752,870,35558,40.87126437,870,35957,41.32988506,640,21152,33.05
AL,35754,2100,101789,48.47095238,2100,102607,48.86047619,1500,64564,43.04266667
AL,35755,240,11475,47.8125,240,11565,48.1875,170,7323,43.07647059
AL,35756,6040,473397,78.37698675,6040,477843,79.11307947,5140,338706,65.89610895
AL,35757,6760,479357,70.91079882,6760,483871,71.5785503,5670,336223,59.29858907
AL,35758,20300,1711240,84.29753695,20300,1728631,85.15423645,16850,1277745,75.8305638
AL,35759,3600,237169,65.88027778,3600,239364,66.49,3000,160305,53.435
AL,35760,2090,97921,46.85215311,2090,98718,47.23349282,1580,61440,38.88607595
AL,35761,4970,283049,56.95150905,4970,285779,57.50080483,3910,187682,48.00051151
AL,35763,7040,699682,99.38664773,7040,707819,100.5424716,5930,525512,88.61922428
AL,35764,220,8731,39.68636364,220,8788,39.94545455,150,4806,32.04
AL,35765,1470,54714,37.22040816,1470,55176,37.53469388,1020,29673,29.09117647
AL,35768,4820,202213,41.95290456,4820,204630,42.45435685,3440,121462,35.30872093
AL,35769,4110,260665,63.42214112,4110,264123,64.26350365,3070,184617,60.13583062
AL,35771,1390,53976,38.83165468,1390,54596,39.27769784,1000,29919,29.919
AL,35772,1920,74803,38.95989583,1920,75242,39.18854167,1340,42662,31.83731343
AL,35773,5320,259316,48.74360902,5320,261736,49.19849624,4030,163391,40.54367246
AL,35775,260,10209,39.26538462,260,10284,39.55384615,190,5753,30.27894737
AL,35776,1420,56609,39.86549296,1420,57037,40.16690141,1030,32476,31.53009709
AL,35801,10030,1019290,101.6241276,10030,1036397,103.3297109,8360,793802,94.95239234
AL,35802,10850,896495,82.62626728,10850,908234,83.70820276,8900,674612,75.79910112
AL,35803,12710,901733,70.94673485,12710,910677,71.65043273,10560,647548,61.32083333
AL,35805,8940,221968,24.82863535,8940,226382,25.32237136,4680,95441,20.39337607
AL,35806,10170,691676,68.0114061,10170,698881,68.71986234,8390,499049,59.48140644
AL,35808,400,30196,75.49,400,30527,76.3175,360,21365,59.34722222
AL,35810,13780,448512,32.54804064,13780,451946,32.79724238,9020,239350,26.53547672
AL,35811,12330,694476,56.32408759,12330,701800,56.91808597,9670,466802,48.27321613
AL,35816,5840,154335,26.42722603,5840,155827,26.68270548,3410,76048,22.30146628
AL,35824,3490,269282,77.15816619,3490,272327,78.03065903,3010,198243,65.86146179
AL,35901,7510,381267,50.76790945,7510,387161,51.55272969,5070,246834,48.6852071
AL,35903,7180,264928,36.89805014,7180,267636,37.27520891,4940,145638,29.48137652
AL,35904,5250,187782,35.768,5250,189396,36.07542857,3520,101268,28.76931818
AL,35905,2690,122870,45.67657993,2690,124153,46.1535316,1980,74154,37.45151515
AL,35906,4360,225690,51.76376147,4360,228707,52.45573394,3250,145098,44.64553846
AL,35907,3700,218356,59.01513514,3700,221139,59.7672973,2990,143471,47.98361204
AL,35950,8960,323542,36.10959821,8960,327063,36.50256696,5500,164167,29.84854545
AL,35951,4940,177554,35.94210526,4940,179895,36.4159919,3020,94373,31.24933775
AL,35952,2670,103511,38.76816479,2670,104613,39.18089888,1830,57982,31.68415301
AL,35953,2890,126308,43.70519031,2890,127837,44.23425606,2120,74273,35.03443396
AL,35954,4750,168092,35.38778947,4750,169743,35.73536842,3180,89539,28.15691824
AL,35956,3320,130083,39.18162651,3320,131243,39.5310241,2280,71362,31.29912281
AL,35957,6440,236042,36.65248447,6440,238448,37.02608696,4180,123725,29.5992823
AL,35958,1170,44937,38.40769231,1170,45375,38.78205128,830,24946,30.05542169
AL,35959,1730,72298,41.79075145,1730,72939,42.16127168,1160,42089,36.28362069
AL,35960,3590,162252,45.19554318,3590,164304,45.76713092,2540,98632,38.83149606
AL,35961,2240,74853,33.41651786,2240,75390,33.65625,1430,36120,25.25874126
AL,35962,2670,88407,33.11123596,2670,89289,33.44157303,1670,42448,25.41796407
AL,35963,570,20120,35.29824561,570,20296,35.60701754,390,10310,26.43589744
AL,35966,1330,49971,37.57218045,1330,50464,37.94285714,910,27379,30.08681319
AL,35967,6080,243389,40.03108553,6080,246002,40.46085526,4100,136918,33.39463415
AL,35968,2310,100174,43.36536797,2310,101452,43.91861472,1610,59597,37.01677019
AL,35971,1710,67544,39.4994152,1710,68431,40.01812865,1190,37538,31.54453782
AL,35972,470,21037,44.75957447,470,21291,45.3,350,12343,35.26571429
AL,35973,1000,36943,36.943,1000,37277,37.277,690,19686,28.53043478
AL,35974,690,25447,36.87971014,690,25708,37.25797101,470,13540,28.80851064
AL,35975,360,13315,36.98611111,360,13612,37.81111111,240,7361,30.67083333
AL,35976,6980,379647,54.39068768,6980,384749,55.12163324,4950,248327,50.16707071
AL,35978,2000,83745,41.8725,2000,85340,42.67,1400,48585,34.70357143
AL,35979,540,19452,36.02222222,540,19666,36.41851852,370,9771,26.40810811
AL,35980,1810,60664,33.5160221,1810,61341,33.89005525,1160,29984,25.84827586
AL,35981,800,29485,36.85625,800,29760,37.2,550,15933,28.96909091
AL,35983,1360,59996,44.11470588,1360,60659,44.60220588,960,35353,36.82604167
AL,35984,760,35005,46.05921053,760,35357,46.52236842,520,21657,41.64807692
AL,35986,3150,126554,40.17587302,3150,127891,40.60031746,2210,71821,32.49819005
AL,35987,980,41650,42.5,980,42334,43.19795918,680,24800,36.47058824
AL,35988,680,24431,35.92794118,680,24667,36.275,470,12229,26.01914894
AL,35989,1200,47788,39.82333333,1200,48228,40.19,790,26629,33.70759494
AL,36003,810,31085,38.37654321,810,31305,38.64814815,530,17670,33.33962264
AL,36005,700,27559,39.37,700,27964,39.94857143,520,16011,30.79038462
AL,36006,590,24438,41.42033898,590,24721,41.9,410,13943,34.00731707
AL,36009,1030,46401,45.04951456,1030,47123,45.75048544,740,28729,38.82297297
AL,36010,2160,77677,35.96157407,2160,78589,36.3837963,1460,43323,29.67328767
AL,36013,210,15302,72.86666667,210,15576,74.17142857,160,10574,66.0875
AL,36016,1310,49856,38.05801527,1310,50421,38.48931298,890,28768,32.32359551
AL,36017,630,18976,30.12063492,630,19134,30.37142857,330,8654,26.22424242
AL,36020,540,19668,36.42222222,540,19811,36.68703704,350,10611,30.31714286
AL,36022,5530,312935,56.58860759,5530,315914,57.12730561,4470,202021,45.19485459
AL,36024,2580,127411,49.38410853,2580,128740,49.89922481,1930,80195,41.55181347
AL,36025,1680,70697,42.08154762,1680,71289,42.43392857,1180,41878,35.48983051
AL,36026,430,25072,58.30697674,430,25405,59.08139535,340,16225,47.72058824
AL,36027,6400,249584,38.9975,6400,252121,39.39390625,4100,143031,34.88560976
AL,36028,700,26456,37.79428571,700,26722,38.17428571,480,14729,30.68541667
AL,36029,380,19028,50.07368421,380,19339,50.89210526,280,12139,43.35357143
AL,36030,190,5888,30.98947368,190,5952,31.32631579,130,2918,22.44615385
AL,36032,1050,33693,32.08857143,1050,34143,32.51714286,650,16493,25.37384615
